level,severity,audio_id,source,filename,duration_seconds,line_count,char_count,top_issue,text_path
low,4,wavlake-mp3__092__b8b5484a,wavlake-mp3,092 - 092 - 092 孙宇晨：【互联网】被放逐的高贵自由者.mp3,654.269,329,3231,行内循环,transcriptions/text/wavlake-mp3__092__b8b5484a.txt
low,4,wavlake-mp3__107__b184caea,wavlake-mp3,107 - 107 - 108 孙宇晨：【医疗】看病与破案.mp3,646.676,140,3064,行内循环,transcriptions/text/wavlake-mp3__107__b184caea.txt
low,4,official-vimeo-m4a-partial__047__809f0c28,official-vimeo-m4a-partial,047 - 047【90后不买房】房子只是一个普通商品罢了 [1179727058].m4a,634.005,65,2960,行内循环,transcriptions/text/official-vimeo-m4a-partial__047__809f0c28.txt
low,4,wavlake-mp3__047__aa0baa82,wavlake-mp3,047 - 047 - 047 孙宇晨：房子只是一个普通商品罢了.mp3,634.044,29,2925,行内循环,transcriptions/text/wavlake-mp3__047__aa0baa82.txt
low,4,wavlake-mp3__070__a45f89e8,wavlake-mp3,070 - 070 - 070 孙宇晨：【原始积累】反馈体系的重要性.mp3,722.35,299,2907,行内循环,transcriptions/text/wavlake-mp3__070__a45f89e8.txt
low,4,official-vimeo-m4a-partial__053__b7c092ee,official-vimeo-m4a-partial,053 - 053【90后不买房】让我们做一个游牧民族 [1179740334].m4a,550.101,49,2857,行内循环,transcriptions/text/official-vimeo-m4a-partial__053__b7c092ee.txt
low,4,wavlake-mp3__065__de79041b,wavlake-mp3,065 - 065 - 065 孙宇晨：【原始积累】1X50与5X10的差距.mp3,665.972,284,2668,行内循环,transcriptions/text/wavlake-mp3__065__de79041b.txt
low,4,wavlake-mp3__100__bb8f1891,wavlake-mp3,100 - 100 - 100 孙宇晨：【荐书】我们的使命与担当.mp3,725.182,285,2626,行内循环,transcriptions/text/wavlake-mp3__100__bb8f1891.txt
low,4,wavlake-mp3__138__ef8ee5f2,wavlake-mp3,138 - 138 - 139 孙宇晨：【财富流向】按自己的想法走，打破规则，追求财富自由。.mp3,589.88,255,2309,行内循环,transcriptions/text/wavlake-mp3__138__ef8ee5f2.txt
low,4,wavlake-mp3__115__44fd62ab,wavlake-mp3,115 - 115 - 116 孙宇晨：【医疗】财富自由的防御.mp3,602.419,237,2240,行内循环,transcriptions/text/wavlake-mp3__115__44fd62ab.txt
low,4,official-vimeo-m4a-partial__015__387b0d62,official-vimeo-m4a-partial,015 - 015总结-财富自由的定义 [1179692400].m4a,427.584,159,1536,行内循环,transcriptions/text/official-vimeo-m4a-partial__015__387b0d62.txt
low,3,wavlake-mp3__145__2f481088,wavlake-mp3,145 - 145 - 146 孙宇晨：【完结】我们就是这个时代的既得利益者.mp3,391.256,126,1685,疑似错词,transcriptions/text/wavlake-mp3__145__2f481088.txt
low,3,official-vimeo-m4a-partial__000__7c18aa7d,official-vimeo-m4a-partial,000 - 000我们就是这个时代的既得利益者 [1179679629].m4a,391.253,126,1685,疑似错词,transcriptions/text/official-vimeo-m4a-partial__000__7c18aa7d.txt
clean,0,official-vimeo-m4a-partial__041__8902d828,official-vimeo-m4a-partial,041 - 041【90后不结婚】互联网时代的婚姻 [1179725924].m4a,1530.005,660,8245,,transcriptions/text/official-vimeo-m4a-partial__041__8902d828.txt
clean,0,wavlake-mp3__116__09f832bb,wavlake-mp3,116 - 116 - 117 孙宇晨：【复习】90后新游牧民族.mp3,869.053,33,4716,,transcriptions/text/wavlake-mp3__116__09f832bb.txt
clean,0,official-vimeo-m4a-partial__042__c8359174,official-vimeo-m4a-partial,042 - 042【90后不结婚】找到正确的婚姻“合伙人” [1179726102].m4a,811.179,307,4438,,transcriptions/text/official-vimeo-m4a-partial__042__c8359174.txt
clean,0,official-vimeo-m4a-partial__014__a9dd324d,official-vimeo-m4a-partial,014 - 014案例-北京土著的移民理想 [1179691963].m4a,939.968,454,4295,,transcriptions/text/official-vimeo-m4a-partial__014__a9dd324d.txt
clean,0,official-vimeo-m4a-partial__040__2f219bdf,official-vimeo-m4a-partial,040 - 040结婚这件小事 [1179725712].m4a,849.984,67,4139,,transcriptions/text/official-vimeo-m4a-partial__040__2f219bdf.txt
clean,0,wavlake-mp3__040__3c1baea7,wavlake-mp3,040 - 040 - 040 孙宇晨：结婚这件小事.mp3,850.013,60,4088,,transcriptions/text/wavlake-mp3__040__3c1baea7.txt
clean,0,wavlake-mp3__140__f55c81c4,wavlake-mp3,140 - 140 - 141【From It to Bit】区块链、硅基化、数字资产、意识互联.mp3,736.258,59,4056,,transcriptions/text/wavlake-mp3__140__f55c81c4.txt
clean,0,official-vimeo-m4a-partial__030__3e990640,official-vimeo-m4a-partial,030 - 030一个男孩儿的自我救赎 [1179722655].m4a,888.448,172,4053,,transcriptions/text/official-vimeo-m4a-partial__030__3e990640.txt
clean,0,wavlake-mp3__109__be90b738,wavlake-mp3,109 - 109 - 110 孙宇晨：【医疗】护城河理论.mp3,844.231,334,3797,,transcriptions/text/wavlake-mp3__109__be90b738.txt
clean,0,official-vimeo-m4a-partial__046__dbc9c66a,official-vimeo-m4a-partial,046 - 046【小结】我要为自己而活 [1179726823].m4a,735.019,93,3743,,transcriptions/text/official-vimeo-m4a-partial__046__dbc9c66a.txt
clean,0,wavlake-mp3__056__2fd11844,wavlake-mp3,056 - 056 - 056 孙宇晨：【90后不买车】谈90后不买车与共享经济.mp3,767.814,31,3647,,transcriptions/text/wavlake-mp3__056__2fd11844.txt
clean,0,official-vimeo-m4a-partial__037__6c4df868,official-vimeo-m4a-partial,037 - 037【全球流动性过剩】时代呼唤激进而非保守 [1179725133].m4a,797.376,376,3633,,transcriptions/text/official-vimeo-m4a-partial__037__6c4df868.txt
clean,0,official-vimeo-m4a-partial__043__4c33cf4b,official-vimeo-m4a-partial,043 - 043【问题】女人是不是20岁以后不结婚就会贬值？ [1179726207].m4a,849.984,363,3621,,transcriptions/text/official-vimeo-m4a-partial__043__4c33cf4b.txt
clean,0,wavlake-mp3__077__1eaabcfd,wavlake-mp3,077 - 077 - 077 孙宇晨：谈足球与创业.mp3,833.713,258,3571,,transcriptions/text/wavlake-mp3__077__1eaabcfd.txt
clean,0,wavlake-mp3__079__893ed966,wavlake-mp3,079 - 079 - 079 孙宇晨：新书分享与创业经验.mp3,865.013,179,3534,,transcriptions/text/wavlake-mp3__079__893ed966.txt
clean,0,official-vimeo-m4a-partial__039__ced3f110,official-vimeo-m4a-partial,039 - 039你什么时候才能成年 [1179725490].m4a,854.976,362,3533,,transcriptions/text/official-vimeo-m4a-partial__039__ced3f110.txt
clean,0,wavlake-mp3__111__dfb79053,wavlake-mp3,111 - 111.mp3,730.918,262,3525,,transcriptions/text/wavlake-mp3__111__dfb79053.txt
clean,0,official-vimeo-m4a-partial__024__96b6533f,official-vimeo-m4a-partial,024 - 024九零后新时代 [1179694797].m4a,676.245,28,3465,,transcriptions/text/official-vimeo-m4a-partial__024__96b6533f.txt
clean,0,wavlake-mp3__024__d2e8055d,wavlake-mp3,024 - 024 - 024 孙宇晨：财富自由与危机意识.mp3,676.258,23,3453,,transcriptions/text/wavlake-mp3__024__d2e8055d.txt
clean,0,wavlake-mp3__129__ce692f38,wavlake-mp3,129 - 129 - 130 孙宇晨：【财富天问】和尚摸得，我摸不得？谈财富自由与人权.mp3,696.459,308,3375,,transcriptions/text/wavlake-mp3__129__ce692f38.txt
clean,0,wavlake-mp3__011__89676748,wavlake-mp3,011 - 011 - 011 孙宇晨：财富自由就退休.mp3,783.418,265,3361,,transcriptions/text/wavlake-mp3__011__89676748.txt
clean,0,wavlake-mp3__088__7e617c7e,wavlake-mp3,088 - 088 - 088 孙宇晨：【互联网】创造一个新世界.mp3,764.563,364,3319,,transcriptions/text/wavlake-mp3__088__7e617c7e.txt
clean,0,official-vimeo-m4a-partial__007__a8b90f85,official-vimeo-m4a-partial,007 - 007【精华】孙宇晨投资秘籍首次公开 [1179689453].m4a,584.981,32,3279,,transcriptions/text/official-vimeo-m4a-partial__007__a8b90f85.txt
clean,0,wavlake-mp3__007__53a702f0,wavlake-mp3,007 - 007 - 007 孙宇晨：【精华】孙宇晨投资秘籍首次公开.mp3,585.097,31,3275,,transcriptions/text/wavlake-mp3__007__53a702f0.txt
clean,0,wavlake-mp3__096__67207814,wavlake-mp3,096 - 096 - 096 孙宇晨：【小结】最后一条上升通道.mp3,652.504,379,3169,,transcriptions/text/wavlake-mp3__096__67207814.txt
clean,0,wavlake-mp3__091__3633d729,wavlake-mp3,091 - 091 - 091 孙宇晨：【互联网】恐怖的NGO.mp3,649.23,27,3136,,transcriptions/text/wavlake-mp3__091__3633d729.txt
clean,0,wavlake-mp3__108__99e184d5,wavlake-mp3,108 - 108 - 109 孙宇晨：【医疗】医与药.mp3,679.091,321,3035,,transcriptions/text/wavlake-mp3__108__99e184d5.txt
clean,0,wavlake-mp3__113__76985e49,wavlake-mp3,113 - 113 - 114 孙宇晨：【医疗】医疗保险.mp3,674.052,296,2956,,transcriptions/text/wavlake-mp3__113__76985e49.txt
clean,0,wavlake-mp3__082__3a025f97,wavlake-mp3,082 - 082 - 082 孙宇晨：【不确定性】薛定谔的猫.mp3,580.383,60,2690,,transcriptions/text/wavlake-mp3__082__3a025f97.txt
clean,0,wavlake-mp3__044__d573477c,wavlake-mp3,044 - 044 - 044 孙宇晨：财富自由与女性价值.mp3,598.1,22,2598,,transcriptions/text/wavlake-mp3__044__d573477c.txt
clean,0,wavlake-mp3__114__1125512e,wavlake-mp3,114 - 114 - 115 孙宇晨：【医疗】做自己健康的CEO.mp3,616.095,260,2546,,transcriptions/text/wavlake-mp3__114__1125512e.txt
clean,0,wavlake-mp3__063__a2ff3819,wavlake-mp3,063 - 063 - 063 孙宇晨：【原始积累】复利定律.mp3,625.313,26,2533,,transcriptions/text/wavlake-mp3__063__a2ff3819.txt
clean,0,wavlake-mp3__134__621e51c0,wavlake-mp3,134 - 134 - 135 孙宇晨：【财富流向】BTC与BCC，谈区块链创业与投资机会.mp3,511.93,21,2528,,transcriptions/text/wavlake-mp3__134__621e51c0.txt
clean,0,wavlake-mp3__122__2839a873,wavlake-mp3,122 - 122 - 123 孙宇晨：【家人边界】三观决定家庭的财富.mp3,504.314,78,2498,,transcriptions/text/wavlake-mp3__122__2839a873.txt
clean,0,wavlake-mp3__127__d4ed023a,wavlake-mp3,127 - 127 - 128 孙宇晨：【财富天问】财富洗牌，谈中西方财产观差异.mp3,634.137,284,2478,,transcriptions/text/wavlake-mp3__127__d4ed023a.txt
clean,0,wavlake-mp3__076__9bee36c9,wavlake-mp3,076 - 076 - 076 孙宇晨：【不确定性】风险与收益并存.mp3,544.253,56,2449,,transcriptions/text/wavlake-mp3__076__9bee36c9.txt
clean,0,wavlake-mp3__090__24d94908,wavlake-mp3,090 - 090 - 090 孙宇晨：【互联网】远离管制.mp3,492.008,73,2354,,transcriptions/text/wavlake-mp3__090__24d94908.txt
clean,0,wavlake-mp3__120__34108871,wavlake-mp3,120 - 120 - 121 孙宇晨：【家人边界】新道德破解旧问题.mp3,480.258,19,2352,,transcriptions/text/wavlake-mp3__120__34108871.txt
clean,0,official-vimeo-m4a-partial__063__d4cd5332,official-vimeo-m4a-partial,063 - 063【原始积累】复利定律 [1179742042].m4a,625.301,210,2338,,transcriptions/text/official-vimeo-m4a-partial__063__d4cd5332.txt
clean,0,wavlake-mp3__112__65d1092d,wavlake-mp3,112 - 112.mp3,448.215,85,2317,,transcriptions/text/wavlake-mp3__112__65d1092d.txt
clean,0,wavlake-mp3__031__fa22e568,wavlake-mp3,031 - 031 - 031 孙宇晨：如何利用好你的100万.mp3,519.129,18,2284,,transcriptions/text/wavlake-mp3__031__fa22e568.txt
clean,0,wavlake-mp3__074__f1f77efa,wavlake-mp3,074 - 074 - 074 孙宇晨：【个人奋斗合法性】正当谋取私利是好事.mp3,535.011,250,2251,,transcriptions/text/wavlake-mp3__074__f1f77efa.txt
clean,0,wavlake-mp3__061__2b7e5abd,wavlake-mp3,061 - 061 - 061 孙宇晨：【案例】我不买车，也很快乐.mp3,453.625,64,2247,,transcriptions/text/wavlake-mp3__061__2b7e5abd.txt
clean,0,wavlake-mp3__094__e00e6231,wavlake-mp3,094 - 094 - 094 孙宇晨：【案例】从钢铁行业到互联网.mp3,410.297,75,2095,,transcriptions/text/wavlake-mp3__094__e00e6231.txt
clean,0,official-vimeo-m4a-partial__064__5581ff78,official-vimeo-m4a-partial,064 - 064【原始积累】你只需要每项比平均强1% [1179742390].m4a,583.637,28,1990,,transcriptions/text/official-vimeo-m4a-partial__064__5581ff78.txt
clean,0,wavlake-mp3__144__7d6ac21c,wavlake-mp3,144 - 144 - 145 孙宇晨：【一周年复盘】我的明治维新.mp3,524.841,71,1978,,transcriptions/text/wavlake-mp3__144__7d6ac21c.txt
clean,0,wavlake-mp3__142__9361a02c,wavlake-mp3,142 - 142 - 143 孙宇晨：【未来趋势】战狼2如果应用了区块链技术（下）.mp3,417.727,222,1917,,transcriptions/text/wavlake-mp3__142__9361a02c.txt
clean,0,wavlake-mp3__084__03f85399,wavlake-mp3,084 - 084 - 084 孙宇晨：【不确定性】正收益系统叠加.mp3,471.295,107,1900,,transcriptions/text/wavlake-mp3__084__03f85399.txt
clean,0,wavlake-mp3__135__841813ff,wavlake-mp3,135 - 135 - 136 孙宇晨：【财富流向】打破规则，重塑规则.mp3,478.261,202,1862,,transcriptions/text/wavlake-mp3__135__841813ff.txt
clean,0,wavlake-mp3__133__327b2eaa,wavlake-mp3,133 - 133 - 134 孙宇晨：【财富流向】上升曲线，财富自由与区块链创业.mp3,426.876,44,1853,,transcriptions/text/wavlake-mp3__133__327b2eaa.txt
clean,0,wavlake-mp3__075__253dded9,wavlake-mp3,075 - 075 - 075 孙宇晨：【不确定性】拥抱不确定性.mp3,454.252,51,1819,,transcriptions/text/wavlake-mp3__075__253dded9.txt
clean,0,wavlake-mp3__098__bff652a0,wavlake-mp3,098 - 098 - 098 孙宇晨：【荐书】吴晓波与《大败局》.mp3,518.478,165,1684,,transcriptions/text/wavlake-mp3__098__bff652a0.txt
clean,0,wavlake-mp3__101__c2d2562f,wavlake-mp3,101 - 101 - 102 孙宇晨：【比特币】比特币如何实现？.mp3,362.022,33,1663,,transcriptions/text/wavlake-mp3__101__c2d2562f.txt
clean,0,wavlake-mp3__093__c3783dcd,wavlake-mp3,093 - 093 - 093 孙宇晨：【互联网】现在进入还来得及么？.mp3,396.806,62,1647,,transcriptions/text/wavlake-mp3__093__c3783dcd.txt
clean,0,wavlake-mp3__141__afc9f7de,wavlake-mp3,141 - 141 - 142 孙宇晨：【未来趋势】战狼2如果应用了区块链技术（上）.mp3,409.925,148,1622,,transcriptions/text/wavlake-mp3__141__afc9f7de.txt
clean,0,wavlake-mp3__126__25a41ab4,wavlake-mp3,126 - 126 - 127 孙宇晨：【财富天问】抢劫文化.mp3,391.883,37,1448,,transcriptions/text/wavlake-mp3__126__25a41ab4.txt
clean,0,official-vimeo-m4a-partial__028__ed75399c,official-vimeo-m4a-partial,028 - 028背负家庭的女孩 [1179695788].m4a,624.853,41,1126,,transcriptions/text/official-vimeo-m4a-partial__028__ed75399c.txt
clean,0,official-vimeo-m4a-partial__061__3425da45,official-vimeo-m4a-partial,061 - 061【案例】我不买车，也很快乐 [1179741678].m4a,125.845,15,589,,transcriptions/text/official-vimeo-m4a-partial__061__3425da45.txt
clean,0,official-vimeo-m4a-partial__052__c75cdd42,official-vimeo-m4a-partial,052 - 052【90后不买房】房子户口是子女教育的门槛吗？ [1179740167].m4a,101.867,4,438,,transcriptions/text/official-vimeo-m4a-partial__052__c75cdd42.txt
clean,0,official-vimeo-m4a-partial__054__44ea37db,official-vimeo-m4a-partial,054 - 054【90后不买房】几个关于买房子的故事 [1179740511].m4a,221.76,4,391,,transcriptions/text/official-vimeo-m4a-partial__054__44ea37db.txt
clean,0,official-vimeo-m4a-partial__002__5ff1220b,official-vimeo-m4a-partial,002 - 002【冯仑推荐】我很期待听到这样的声音 [1179683841].m4a,84.011,7,345,,transcriptions/text/official-vimeo-m4a-partial__002__5ff1220b.txt
clean,0,wavlake-mp3__002__32bb5e3a,wavlake-mp3,002 - 002 - 002【冯仑推荐】我很期待听到这样的声音.mp3,84.103,6,341,,transcriptions/text/wavlake-mp3__002__32bb5e3a.txt
clean,0,wavlake-mp3__001__c835b506,wavlake-mp3,001 - 001 - 001【马东推荐】我心生羡慕嫉妒恨.mp3,60.047,6,288,,transcriptions/text/wavlake-mp3__001__c835b506.txt
clean,0,official-vimeo-m4a-partial__104__27a0c3dd,official-vimeo-m4a-partial,104 - 104【比特币】买买提 [1182083775].m4a,71.893,9,270,,transcriptions/text/official-vimeo-m4a-partial__104__27a0c3dd.txt
clean,0,official-vimeo-m4a-partial__001__1a0d7a82,official-vimeo-m4a-partial,001 - 001【马东推荐】我心生羡慕嫉妒恨 [1179683060].m4a,58.304,6,267,,transcriptions/text/official-vimeo-m4a-partial__001__1a0d7a82.txt
clean,0,official-vimeo-m4a-partial__005__836776aa,official-vimeo-m4a-partial,005 - 005【同道大叔推荐】宇晨是一个很特别的人 [1179687907].m4a,42.581,9,198,,transcriptions/text/official-vimeo-m4a-partial__005__836776aa.txt
clean,0,wavlake-mp3__004__547575a8,wavlake-mp3,004 - 004 - 004【鲁豫推荐】宇晨坚信所有的人都可以实现财富自由.mp3,50.016,6,189,,transcriptions/text/wavlake-mp3__004__547575a8.txt
clean,0,official-vimeo-m4a-partial__004__87165387,official-vimeo-m4a-partial,004 - 004【鲁豫推荐】宇晨坚信所有的人都可以实现财富自由 [1179687576].m4a,49.984,6,189,,transcriptions/text/official-vimeo-m4a-partial__004__87165387.txt
clean,0,wavlake-mp3__003__8615665f,wavlake-mp3,003 - 003 - 003【吴晓波推荐】宇晨对投资有独特的方法论.mp3,30.093,4,128,,transcriptions/text/wavlake-mp3__003__8615665f.txt
clean,0,official-vimeo-m4a-partial__003__1d38f06f,official-vimeo-m4a-partial,003 - 003【吴晓波推荐】宇晨对投资有独特的方法论 [1179684422].m4a,29.973,3,128,,transcriptions/text/official-vimeo-m4a-partial__003__1d38f06f.txt
clean,0,official-vimeo-m4a-partial__017__5082f218,official-vimeo-m4a-partial,017 - 017有关被认为是山寨的说明 [1179692955].m4a,29.937,2,88,,transcriptions/text/official-vimeo-m4a-partial__017__5082f218.txt
clean,0,wavlake-mp3__005__ef1d06f0,wavlake-mp3,005 - 005 - 005【同道大叔推荐】宇晨是一个很特别的人.mp3,42.632,4,60,,transcriptions/text/wavlake-mp3__005__ef1d06f0.txt
